case_name,year,link,classification,sme_or_ml_classified
"Wildie, R (on the application of) v Wakefield Metropolitan District Council & Anor [2013] EWHC 2769 (Admin) (13 September 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/2769.html,0,ml
"Adams, R (on the application of) v Independent Police Complaints Commission [2013] EWHC 2650 (Admin) (04 July 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/2650.html,0,ml
Beech v Timney & Anor [2013] EWHC 2226 (Admin) (29 July 2013),2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/2226.html,0,ml
"United Kingdom Assocation of Fish Producer Organisations v Secretary of State for Environment, Food And Rural Affairs [2013] EWHC 1959 (Admin) (10 July 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/1959.html,0,ml
"Evans, R (on the application of) v Basingstoke And Deane Borough Council [2013] EWHC 899 (Admin) (19 April 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/899.html,0,ml
Burridge v Breckland District Council [2013] EWCA Civ 228 (19 April 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/228.html,1,ml
"Jama v Senior Public Prosecutor, Gera, Germany [2013] EWHC 3276 (Admin) (31 October 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/3276.html,0,ml
Lee v Secretary of State for Justice [2013] EWHC 4483 (Admin) (06 December 2013),2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/4483.html,0,ml
"Embleton Parish Council & Anor, R (on the application of) v Gaston [2013] EWHC 3631 (Admin) (06 December 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/3631.html,1,ml
"Newby Foods Ltd, R (on the application of) v Food Standards Agency [2013] EWHC 1966 (Admin) (16 July 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/1966.html,0,ml
Core Issues Trust v Transport for London [2013] EWHC 651 (Admin) (22 March 2013),2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/651.html,0,ml
"Prideaux, R (on the application of) v Fcc Environment UK Ltd [2013] EWHC 1054 (Admin) (29 April 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/1054.html,1,ml
Magmatic Ltd v PMS International Ltd [2013] EWHC 1925 (Pat) (11 July 2013),2013,https://www.bailii.org/ew/cases/EWHC/Patents/2013/1925.html,0,expert
Regeneron Pharmaceuticals Inc v Bayer Pharma AG [2013] EWCA Civ 93 (21 February 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/93.html,0,ml
Swift v Secretary of State for Justice [2013] EWCA Civ 193 (18 March 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/193.html,0,ml
Brook v Secretary of State for Communities and Local Government & Anor [2013] EWHC 4006 (Admin) (13 December 2013),2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/4006.html,0,ml
Robinson-Pierre v R [2013] EWCA Crim 2396 (20 December 2013),2013,https://www.bailii.org/ew/cases/EWCA/Crim/2013/2396.html,1,expert
"Sienkiewicz, R (On the Application Of) v South Somerset District Council & Anor [2013] EWHC 4090 (Admin) (19 December 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/4090.html,0,ml
Brown v Stephenson [2013] EWHC 2531 (Ch) (23 August 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/2531.html,0,ml
Mitsui Sumitomo Insurance Co (Europe) Ltd & Anor v The Mayor's Office for Policing and Crime [2013] EWHC 2734 (Comm) (12 September 2013),2013,https://www.bailii.org/ew/cases/EWHC/Comm/2013/2734.html,0,ml
"Catt, R (on the application of) v The Association of Chief Police Officers of England, Wales and Northern Ireland & Ors [2013] EWCA Civ 192 (14 March 2013)",2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/192.html,0,expert
Vivendi SA Centenary Holdings Iii Ltd v Richards & Ors [2013] EWHC 3006 (Ch) (09 October 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/3006.html,0,expert
Maier & Anor v Asos Plc & Anor [2013] EWHC 2831 (Ch) (19 September 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/2831.html,0,expert
Champion v North Norfolk District Council & Anor [2013] EWHC 1065 (Admin) (07 May 2013),2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/1065.html,1,expert
"Gallastegui, R (on the application of) v Westminster City Council & Ors [2013] EWCA Civ 28 (29 January 2013)",2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/28.html,0,ml
"Jaspers (Treburley) Ltd & Ors, R (on the application of) v Food Standards Agency [2013] EWHC 1788 (Admin) (28 June 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/1788.html,1,ml
Metall Market OOO v Vitorio Shipping Company Ltd & Anor [2013] EWCA Civ 650 (07 June 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/650.html,0,expert
"Wilson, R v [2013] EWCA Crim 2544 (08 October 2013)",2013,https://www.bailii.org/ew/cases/EWCA/Crim/2013/2544.html,0,ml
Harrods Ltd & Ors v McNally & Ors [2013] EWHC 1479 (QB) (03 June 2013),2013,https://www.bailii.org/ew/cases/EWHC/QB/2013/1479.html,0,ml
Furnell v Flaherty (t/a Godstone Farm) [2013] EWHC 377 (QB) (27 February 2013),2013,https://www.bailii.org/ew/cases/EWHC/QB/2013/377.html,0,ml
Dodson v Environment Agency [2013] EWHC 396 (QB) (28 February 2013),2013,https://www.bailii.org/ew/cases/EWHC/QB/2013/396.html,1,expert
Wembridge Claimants & Ors v Winter & Ors [2013] EWHC 2331 (QB) (30 July 2013),2013,https://www.bailii.org/ew/cases/EWHC/QB/2013/2331.html,0,ml
Parkin & Ors v Alba Proteins Ltd & Ors [2013] EWHC 2036 (QB) (31 July 2013),2013,https://www.bailii.org/ew/cases/EWHC/QB/2013/2036.html,0,ml
"T, R (on the application of) v Greater Manchester Chief Constable & Ors [2013] EWCA Civ 25 (29 January 2013)",2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/25.html,0,expert
"Champion, R (on the application of) v North Norfolk District Council & Ors [2013] EWCA Civ 1657 (18 December 2013)",2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/1657.html,1,expert
Foye v R [2013] EWCA Crim 475 (24 April 2013),2013,https://www.bailii.org/ew/cases/EWCA/Crim/2013/475.html,0,ml
Transition Feeds LLP v Itochu Europe Plc [2013] EWHC 3629 (Comm) (15 November 2013),2013,https://www.bailii.org/ew/cases/EWHC/Comm/2013/3629.html,0,ml
Mengiste & Anor v Endowment Fund for the Rehabilitation of Tigray & Ors [2013] EWHC 599 (Ch) (22 March 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/599.html,0,expert
Beech v Timney & Anor [2013] EWHC 2345 (QB) (29 July 2013),2013,https://www.bailii.org/ew/cases/EWHC/QB/2013/2345.html,0,ml
Evans & Ors v Lloyd & Anor [2013] EWHC 1725 (Ch) (24 June 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/1725.html,0,expert
Creasey & Anor v Sole & Ors [2013] EWHC 1410 (Ch) (24 May 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/1410.html,0,expert
F v F [2013] EWHC 2683 (Fam) (05 September 2013),2013,https://www.bailii.org/ew/cases/EWHC/Fam/2013/2683.html,0,ml
Avon Estates Ltd v Evans & Anor [2013] EWHC 1635 (Ch) (13 June 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/1635.html,0,ml
Willis & Anor v Derwentside District Council [2013] EWHC 738 (Ch) (10 April 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/738.html,0,ml
Jones & Anor v First Greater Western Ltd [2013] EWHC 1485 (Ch) (25 April 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/1485.html,0,ml
Loose v Lynn Shellfish Ltd & Ors [2013] EWHC 901 (Ch) (18 April 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/901.html,0,ml
Fage UK Ltd & Anor v Chobani UK Ltd & Anor [2013] EWHC 630 (Ch) (26 March 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/630.html,0,ml
Michael v The Official Receiver [2013] EWHC 4286 (Ch) (31 July 2012),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/4286.html,0,ml
"Gray & Ors, R (on the application of) v Crown Court Aylesbury & Anor [2013] EWHC 500 (Admin) (12 March 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/500.html,1,expert
International Stem Cell Corporation v Comptroller General of Patents [2013] EWHC 807 (Ch) (17 April 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/807.html,0,ml
On Line Design & Engineering Ltd v Engineering Construction Industry Training Board [2013] EWHC 287 (Admin) (21 February 2013),2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/287.html,1,expert
"Copson, R (on the application of) v Dorset Healthcare University NHS Foundation Trust [2013] EWHC 732 (Admin) (28 March 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/732.html,0,expert
"Chester, R (on the application of) v Secretary of State for Justice (Rev 1) [2013] UKSC 63 (16 October 2013)",2013,https://www.bailii.org/uk/cases/UKSC/2013/63.html,0,ml
"L and M (Children), Re [2013] EWHC 1569 (Fam) (04 June 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Fam/2013/1569.html,0,ml
AI v MT [2013] EWHC 100 (Fam) (30 January 2013),2013,https://www.bailii.org/ew/cases/EWHC/Fam/2013/100.html,0,ml
SMD v LMD [2013] EWHC 4611 (Fam) (16 January 2013),2013,https://www.bailii.org/ew/cases/EWHC/Fam/2013/4611.html,0,ml
Omnipharm Ltd v Merial [2013] EWCA Civ 2 (23 January 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/2.html,0,ml
Osborn v The Parole Board [2013] UKSC 61 (9 October 2013),2013,https://www.bailii.org/uk/cases/UKSC/2013/61.html,0,ml
Arroyo & Ors v Equion Energia Ltd [2013] EWHC 3150 (TCC) (18 October 2013),2013,https://www.bailii.org/ew/cases/EWHC/TCC/2013/3150.html,0,expert
"Hayes, R (on the application of) v Wychavon District Council & Anor [2014] EWHC 1987 (Admin) (24 June 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/1987.html,0,ml
The United States of America v Nolan [2014] EWCA Civ 71 (04 February 2014),2014,https://www.bailii.org/ew/cases/EWCA/Civ/2014/71.html,0,ml
Warwickshire Police v Young [2014] EWHC 4213 (Admin) (10 December 2014),2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/4213.html,0,ml
Bizunowicz & Anor v District Court in Koszalin (Poland) & Anor [2014] EWHC 3238 (Admin) (10 October 2014),2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/3238.html,0,ml
Letherbarrow v Warwickshire County Council [2014] EWHC 4820 (Admin) (15 December 2014),2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/4820.html,1,ml
"Newby Foods Ltd, R (On the Application Of) v Food Standards Agency (No. 7) [2014] EWHC 1340 (Admin) (07 May 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/1340.html,0,ml
"Reilly (No. 2) & Anor, R (on the application of) v Secretary of State for Work and Pensions [2014] EWHC 2182 (Admin) (04 July 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/2182.html,0,ml
The Royal Society for the Protection of Birds v Secretary of State for Environment Food and Rural Affairs [2014] EWHC 1645 (Admin) (21 May 2014),2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/1645.html,1,ml
Rawstron & Anor (Executrices of the Estate of Lucian Freud) v Freud [2014] EWHC 2577 (Ch) (30 July 2014),2014,https://www.bailii.org/ew/cases/EWHC/Ch/2014/2577.html,0,ml
Bagshaw & Anor v Wyre Borough Council [2014] EWHC 508 (Admin) (28 February 2014),2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/508.html,1,ml
"Dryzner & Anor, R v [2014] EWCA Crim 2438 (14 November 2014)",2014,https://www.bailii.org/ew/cases/EWCA/Crim/2014/2438.html,0,ml
"Shahabi -Shack, R v [2014] EWCA Crim 2842 (11 December 2014)",2014,https://www.bailii.org/ew/cases/EWCA/Crim/2014/2842.html,0,ml
Brudenell -Bruce v Moore & Ors [2014] EWHC 3679 (Ch) (07 November 2014),2014,https://www.bailii.org/ew/cases/EWHC/Ch/2014/3679.html,0,expert
Sirhowy Investments Ltd v Henderson & Anor [2014] EWHC 3562 (Ch) (30 October 2014),2014,https://www.bailii.org/ew/cases/EWHC/Ch/2014/3562.html,0,expert
Thomas Pink Limited v Victoria's Secret UK Ltd [2014] EWHC 2631 (Ch) (31 July 2014),2014,https://www.bailii.org/ew/cases/EWHC/Ch/2014/2631.html,0,expert
Wood & Anor v Waddington [2014] EWHC 1358 (Ch) (01 May 2014),2014,https://www.bailii.org/ew/cases/EWHC/Ch/2014/1358.html,0,ml
"Frack Free Balcombe Residents Association, R (on the application of) v West Sussex County Council [2014] EWHC 4108 (Admin) (05 December 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/4108.html,0,expert
Trafford Borough Council v (Secretary of State for Communities And Local Government & Anor [2014] EWHC 424 (Admin) (24 February 2014),2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/424.html,0,ml
"European Federation for Cosmetic Ingredients, R (on the application of) v Secretary of State for Business, Innovation and Skills & Ors [2014] EWHC 4222 (Admin) (12 December 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/4222.html,1,expert
Edem v The Information Commissioner & Anor [2014] EWCA Civ 92 (07 February 2014),2014,https://www.bailii.org/ew/cases/EWCA/Civ/2014/92.html,0,ml
Skraba v Regional Court In Nowy Sacz Poland [2014] EWHC 2193 (Admin) (03 July 2014),2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/2193.html,0,expert
King v Dubrey & Ors [2014] EWHC 2083 (Ch) (01 July 2014),2014,https://www.bailii.org/ew/cases/EWHC/Ch/2014/2083.html,0,ml
"Idenix Pharmaceutical, Inc v Gilead Sciences, Inc & Ors [2014] EWHC 3916 (Pat) (01 December 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Patents/2014/3916.html,0,ml
"Core Issues Trust, R (on the application of) v Transport For London & Anor [2014] EWCA Civ 34 (27 January 2014)",2014,https://www.bailii.org/ew/cases/EWCA/Civ/2014/34.html,0,ml
Aga Medical Corporation v Occlutech (UK) Limited [2014] EWHC 2506 (Pat) (22 July 2014),2014,https://www.bailii.org/ew/cases/EWHC/Patents/2014/2506.html,0,ml
Eli Lilly And Co v Human Genome Sciences Inc [2014] EWHC 2404 (Pat) (18 July 2014),2014,https://www.bailii.org/ew/cases/EWHC/Patents/2014/2404.html,0,ml
Donovan v Gibbons [2014] EWHC 3406 (QB) (21 October 2014),2014,https://www.bailii.org/ew/cases/EWHC/QB/2014/3406.html,0,ml
Hall v Thomas & Ors [2014] EWHC 1625 (QB) (21 May 2014),2014,https://www.bailii.org/ew/cases/EWHC/QB/2014/1625.html,0,ml
Dil & Ors v Commissioner of Police of the Metropolis [2014] EWHC 2184 (QB) (02 July 2014),2014,https://www.bailii.org/ew/cases/EWHC/QB/2014/2184.html,0,ml
"Badger Trust, R (On the Application Of) v Secretary of State for Environment Food And Rural Affairs [2014] EWHC 2909 (Admin) (29 August 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/2909.html,1,expert
Novartis Pharmaceuticals UK Ltd & Ors v Stop Huntingdon Animal Cruelty & Ors [2014] EWHC 3429 (QB) (27 October 2014),2014,https://www.bailii.org/ew/cases/EWHC/QB/2014/3429.html,0,ml
"Virgin Media Ltd, R (on the application of) v Zinga [2014] EWCA Crim 52 (24 January 2014)",2014,https://www.bailii.org/ew/cases/EWCA/Crim/2014/52.html,0,expert
Emmett v Sisson [2014] EWCA Civ 64 (03 February 2014),2014,https://www.bailii.org/ew/cases/EWCA/Civ/2014/64.html,0,ml
Webster & Ors v Mark Liddington & Ors [2014] EWCA Civ 560 (07 May 2014),2014,https://www.bailii.org/ew/cases/EWCA/Civ/2014/560.html,0,ml
Newlyn Dean & Sons LTD v Secretary of State for Communities And Local Government [2014] EWCA Civ 193 (27 February 2014),2014,https://www.bailii.org/ew/cases/EWCA/Civ/2014/193.html,0,ml
"Drax Power Ltd, R (On the Application Of) v Secretary of State for Energy And Climate Change [2014] EWHC 2377 (Admin) (14 July 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/2377.html,0,ml
"The Connaught Income Fund, Series 1 v (Capita Financial Managers Ltd & Anor [2014] EWHC 3619 (Comm) (05 November 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Comm/2014/3619.html,0,expert
Naylor v Essex County Council [2014] EWHC 90 (Admin) (07 March 2014),2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/90.html,0,expert
World Society for the Protection of Animals v Welsh Ministers & Ors [2014] EWHC 1896 (Admin) (12 June 2014),2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/1896.html,1,expert
Siegel v Pummell [2014] EWHC 4309 (QB) (18 December 2014),2014,https://www.bailii.org/ew/cases/EWHC/QB/2014/4309.html,0,ml
Baillie & Ors v Bromhead & Co (A Firm) & Ors [2014] EWHC 2149 (Ch) (02 July 2014),2014,https://www.bailii.org/ew/cases/EWHC/Ch/2014/2149.html,0,ml
Magmatic Ltd v PMS International Group Plc [2014] EWCA Civ 181 (28 February 2014),2014,https://www.bailii.org/ew/cases/EWCA/Civ/2014/181.html,0,ml
Vestergaard Frandsen A/S (now Called MVF 3Aps) v Bestnet Europe Ltd & Ors [2014] EWHC 3159 (Ch) (03 October 2014),2014,https://www.bailii.org/ew/cases/EWHC/Ch/2014/3159.html,0,expert
Baynham v Royal Wolverhampton Hospitals NHS Trust [2014] EWHC 3780 (QB) (14 November 2014),2014,https://www.bailii.org/ew/cases/EWHC/QB/2014/3780.html,0,expert
"Lord Carlile of Berriew QC, & Ors, R (on the application of) v Secretary of State for the Home Department [2014] UKSC 60 (12 November 2014)",2014,https://www.bailii.org/uk/cases/UKSC/2014/60.html,0,ml
"Sainsbury's Supermarkets Ltd, R (on the application of) v The Independent Reviewer of Advertising Standards Authority Adjudications [2014] EWHC 3680 (Admin) (10 November 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/3680.html,1,expert
Cheshire East Council v Secretary of State for Communities and Local Government & Ors [2014] EWHC 3536 (Admin) (28 October 2014),2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/3536.html,1,expert
"ZYN, R (On the Application Of) v Walsall Metropolitan Borough Council [2014] EWHC 1918 (Admin) (12 June 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/1918.html,0,expert
"Lumsdon & Ors, R (On the Application Of) v General Council of the Bar & Ors [2014] EWHC 28 (Admin) (20 January 2014)",2014,https://www.bailii.org/ew/cases/EWHC/Admin/2014/28.html,0,expert
"Hussein, R (on the application of) v Secretary of State for Defence [2014] EWCA Civ 1087 (31 July 2014)",2014,https://www.bailii.org/ew/cases/EWCA/Civ/2014/1087.html,0,expert
Howmet Ltd v Economy Devices Ltd & Ors [2014] EWHC 3933 (TCC) (28 November 2014),2014,https://www.bailii.org/ew/cases/EWHC/TCC/2014/3933.html,0,ml
Royal College of Veterinary Surgeons v Samuel (RCVS Disciplinary Committee) [2014] UKPC 13 (16 April 2014),2014,https://www.bailii.org/uk/cases/UKPC/2014/13.html,0,expert
The Bodo Community & Ors v The Shell Petroleum Development Company of Nigeria Ltd [2014] EWHC 1973 (TCC) (20 June 2014),2014,https://www.bailii.org/ew/cases/EWHC/TCC/2014/1973.html,0,ml
"T & Anor, R (on the application of) v Secretary of State for the Home Department & Anor [2014] UKSC 35 (18 June 2014)",2014,https://www.bailii.org/uk/cases/UKSC/2014/35.html,0,expert
Obrascon Huarte Lain SA v Her Majesty's Attorney General for Gibraltar [2014] EWHC 1028 (TCC) (16 April 2014),2014,https://www.bailii.org/ew/cases/EWHC/TCC/2014/1028.html,0,ml
Durrant v Chief Constable of Avon and Somerset Constabulary (Rev 1) [2014] EWCA 2922 (QB) (29 August 2014),2014,https://www.bailii.org/ew/cases/EWHC/QB/2014/2922.html,0,expert
AVB v TDD [2014] EWHC 1442 (QB) (12 May 2014),2014,https://www.bailii.org/ew/cases/EWHC/QB/2014/1442.html,0,expert
"Agricultural Sector (Wales) Bill (Attorney General for England and Wales, Ref) [2014] UKSC 43 (9 July 2014)",2014,https://www.bailii.org/uk/cases/UKSC/2014/43.html,0,expert
Travis Coal Restructured Holdings Llc v Essar Global Fund Ltd [2014] EWHC 2510 (Comm) (24 July 2014),2014,https://www.bailii.org/ew/cases/EWHC/Comm/2014/2510.html,0,expert
Nicklinson & Anor R (on the application of) (Rev 1) [2014] UKSC 38 (25 June 2014),2014,https://www.bailii.org/uk/cases/UKSC/2014/38.html,0,ml
Da Rocha-Afodu & Anor v Mortgage Express Ltd & Anor [2014] EWCA Civ 454 (20 March 2014),2014,https://www.bailii.org/ew/cases/EWCA/Civ/2014/454.html,0,ml
"Reynolds, R. v [2014] EWCA Crim 2205 (31 October 2014)",2014,https://www.bailii.org/ew/cases/EWCA/Crim/2014/2205.html,0,expert
Abbeyfield Newcastle Upon Tyne Society Ltd v Newcastle City Council [2014] EWHC 2437 (Ch) (17 July 2014),2014,https://www.bailii.org/ew/cases/EWHC/Ch/2014/2437.html,0,expert
Advanced Business Software and Solutions Ltd v The Pirbright Institute [2014] EWHC 4651 (TCC) (17 December 2014),2014,https://www.bailii.org/ew/cases/EWHC/TCC/2014/4651.html,0,ml
